,Unnamed: 0,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,person_age_bin,person_income_bin,person_emp_length_bin,loan_amnt_bin,loan_percent_income_bin,cb_person_cred_hist_length_bin,loan_intent_bin
18216,19822,28,31200,RENT,3.0,DEBTCONSOLIDATION,A,3600,6.39,0,0.12,N,7,person_age_Bin3,person_income_Bin2,person_emp_length_Bin3,loan_amnt_Bin1,loan_percent_income_Bin2,cb_person_cred_hist_length_Bin2,bin5
18217,19823,27,36000,MORTGAGE,6.0,HOMEIMPROVEMENT,C,7000,12.98,0,0.19,Y,7,person_age_Bin3,person_income_Bin3,person_emp_length_Bin4,loan_amnt_Bin1,loan_percent_income_Bin3,cb_person_cred_hist_length_Bin2,bin4
18218,19824,29,35000,RENT,2.0,EDUCATION,A,3600,8.94,0,0.1,N,10,person_age_Bin3,person_income_Bin2,person_emp_length_Bin2,loan_amnt_Bin1,loan_percent_income_Bin2,cb_person_cred_hist_length_Bin2,bin2
18219,19825,30,35004,RENT,3.0,PERSONAL,C,3600,12.73,0,0.1,Y,6,person_age_Bin4,person_income_Bin3,person_emp_length_Bin3,loan_amnt_Bin1,loan_percent_income_Bin2,cb_person_cred_hist_length_Bin2,bin3
18220,19826,27,36000,OWN,4.0,MEDICAL,C,1050,14.72,0,0.03,Y,5,person_age_Bin3,person_income_Bin3,person_emp_length_Bin3,loan_amnt_Bin1,loan_percent_income_Bin1,cb_person_cred_hist_length_Bin2,bin4
18221,19827,34,36000,RENT,3.0,VENTURE,C,3600,13.49,0,0.1,Y,7,person_age_Bin4,person_income_Bin3,person_emp_length_Bin3,loan_amnt_Bin1,loan_percent_income_Bin2,cb_person_cred_hist_length_Bin2,bin1
18222,19828,30,36000,MORTGAGE,2.0,VENTURE,A,3000,6.39,0,0.08,N,10,person_age_Bin4,person_income_Bin3,person_emp_length_Bin2,loan_amnt_Bin1,loan_percent_income_Bin2,cb_person_cred_hist_length_Bin2,bin1
18223,19829,29,36000,MORTGAGE,2.0,PERSONAL,D,20000,14.16764999999999,0,0.56,N,6,person_age_Bin3,person_income_Bin3,person_emp_length_Bin2,loan_amnt_Bin5,loan_percent_income_Bin6,cb_person_cred_hist_length_Bin2,bin3
18224,19830,35,36000,MORTGAGE,3.0,EDUCATION,B,5000,11.12,0,0.14,N,6,person_age_Bin4,person_income_Bin3,person_emp_length_Bin3,loan_amnt_Bin1,loan_percent_income_Bin2,cb_person_cred_hist_length_Bin2,bin2
18225,19831,27,36200,RENT,2.0,DEBTCONSOLIDATION,B,3600,11.48505,0,0.1,N,10,person_age_Bin3,person_income_Bin3,person_emp_length_Bin2,loan_amnt_Bin1,loan_percent_income_Bin2,cb_person_cred_hist_length_Bin2,bin5
18226,19832,28,37000,RENT,7.0,EDUCATION,D,3600,14.11,0,0.1,N,7,person_age_Bin3,person_income_Bin3,person_emp_length_Bin4,loan_amnt_Bin1,loan_percent_income_Bin2,cb_person_cred_hist_length_Bin2,bin2
18227,19833,28,38700,RENT,8.0,VENTURE,B,3600,11.12,0,0.09,N,7,person_age_Bin3,person_income_Bin3,person_emp_length_Bin4,loan_amnt_Bin1,loan_percent_income_Bin2,cb_person_cred_hist_length_Bin2,bin1
18228,19834,28,39500,RENT,4.0,MEDICAL,B,3600,11.99,0,0.09,N,9,person_age_Bin3,person_income_Bin3,person_emp_length_Bin3,loan_amnt_Bin1,loan_percent_income_Bin2,cb_person_cred_hist_length_Bin2,bin4
18229,19835,35,33996,RENT,2.0,MEDICAL,D,3600,16.32,1,0.11,N,5,person_age_Bin4,person_income_Bin2,person_emp_length_Bin2,loan_amnt_Bin1,loan_percent_income_Bin2,cb_person_cred_hist_length_Bin2,bin4
18230,19837,27,36000,MORTGAGE,3.0,HOMEIMPROVEMENT,A,10000,7.88,0,0.28,N,6,person_age_Bin3,person_income_Bin3,person_emp_length_Bin3,loan_amnt_Bin2,loan_percent_income_Bin5,cb_person_cred_hist_length_Bin2,bin4
18231,19838,29,40000,RENT,0.0,DEBTCONSOLIDATION,C,3600,12.23,0,0.09,Y,7,person_age_Bin3,person_income_Bin3,person_emp_length_Bin1,loan_amnt_Bin1,loan_percent_income_Bin2,cb_person_cred_hist_length_Bin2,bin5
18232,19839,29,36000,OWN,4.0,HOMEIMPROVEMENT,A,5300,7.14,0,0.15,N,6,person_age_Bin3,person_income_Bin3,person_emp_length_Bin3,loan_amnt_Bin1,loan_percent_income_Bin2,cb_person_cred_hist_length_Bin2,bin4
18233,19840,29,40000,RENT,1.0,EDUCATION,A,3600,8.59,0,0.09,N,8,person_age_Bin3,person_income_Bin3,person_emp_length_Bin1,loan_amnt_Bin1,loan_percent_income_Bin2,cb_person_cred_hist_length_Bin2,bin2
18234,19841,27,40050,RENT,3.0,MEDICAL,D,3600,14.84,0,0.09,Y,7,person_age_Bin3,person_income_Bin3,person_emp_length_Bin3,loan_amnt_Bin1,loan_percent_income_Bin2,cb_person_cred_hist_length_Bin2,bin4
18235,19842,33,42000,RENT,4.0,MEDICAL,C,3600,12.68,0,0.09,Y,5,person_age_Bin4,person_income_Bin3,person_emp_length_Bin3,loan_amnt_Bin1,loan_percent_income_Bin2,cb_person_cred_hist_length_Bin2,bin4
18236,19843,30,36000,MORTGAGE,4.0,VENTURE,C,5000,13.85,0,0.14,N,5,person_age_Bin4,person_income_Bin3,person_emp_length_Bin3,loan_amnt_Bin1,loan_percent_income_Bin2,cb_person_cred_hist_length_Bin2,bin1
18237,19844,29,37500,RENT,0.0,VENTURE,A,11000,8.49,0,0.29,N,5,person_age_Bin3,person_income_Bin3,person_emp_length_Bin1,loan_amnt_Bin2,loan_percent_income_Bin5,cb_person_cred_hist_length_Bin2,bin1
18238,19845,30,38126,RENT,1.0,VENTURE,A,11000,7.51,0,0.29,N,8,person_age_Bin4,person_income_Bin3,person_emp_length_Bin1,loan_amnt_Bin2,loan_percent_income_Bin5,cb_person_cred_hist_length_Bin2,bin1
18239,19846,29,38400,RENT,14.0,EDUCATION,A,11000,7.49,0,0.29,N,7,person_age_Bin3,person_income_Bin3,person_emp_length_Bin5,loan_amnt_Bin2,loan_percent_income_Bin5,cb_person_cred_hist_length_Bin2,bin2
18240,19847,27,39000,RENT,3.0,PERSONAL,B,11000,10.958450000000012,0,0.28,N,7,person_age_Bin3,person_income_Bin3,person_emp_length_Bin3,loan_amnt_Bin2,loan_percent_income_Bin5,cb_person_cred_hist_length_Bin2,bin3
18241,19848,33,36000,MORTGAGE,3.0,PERSONAL,A,7800,7.14,0,0.22,N,10,person_age_Bin4,person_income_Bin3,person_emp_length_Bin3,loan_amnt_Bin1,loan_percent_income_Bin4,cb_person_cred_hist_length_Bin2,bin3
18242,19849,30,42000,RENT,5.0,MEDICAL,B,11000,10.36,0,0.26,N,10,person_age_Bin4,person_income_Bin3,person_emp_length_Bin4,loan_amnt_Bin2,loan_percent_income_Bin4,cb_person_cred_hist_length_Bin2,bin4
18243,19850,29,42000,RENT,0.0,MEDICAL,B,11000,10.38,0,0.26,N,10,person_age_Bin3,person_income_Bin3,person_emp_length_Bin1,loan_amnt_Bin2,loan_percent_income_Bin4,cb_person_cred_hist_length_Bin2,bin4
18244,19851,30,42000,RENT,2.0,EDUCATION,B,11000,12.53,0,0.26,N,9,person_age_Bin4,person_income_Bin3,person_emp_length_Bin2,loan_amnt_Bin2,loan_percent_income_Bin4,cb_person_cred_hist_length_Bin2,bin2
18245,19852,27,36000,MORTGAGE,7.0,PERSONAL,B,6000,10.25,0,0.17,N,10,person_age_Bin3,person_income_Bin3,person_emp_length_Bin4,loan_amnt_Bin1,loan_percent_income_Bin3,cb_person_cred_hist_length_Bin2,bin3
18246,19853,27,36000,OWN,5.0,EDUCATION,B,14400,10.62,0,0.4,N,9,person_age_Bin3,person_income_Bin3,person_emp_length_Bin4,loan_amnt_Bin4,loan_percent_income_Bin6,cb_person_cred_hist_length_Bin2,bin2
18247,19854,29,44000,RENT,8.0,VENTURE,A,11000,7.29,0,0.25,N,6,person_age_Bin3,person_income_Bin3,person_emp_length_Bin4,loan_amnt_Bin2,loan_percent_income_Bin4,cb_person_cred_hist_length_Bin2,bin1
18248,19855,35,36000,OWN,3.0,VENTURE,B,8000,12.53,0,0.22,N,10,person_age_Bin4,person_income_Bin3,person_emp_length_Bin3,loan_amnt_Bin1,loan_percent_income_Bin4,cb_person_cred_hist_length_Bin2,bin1
18249,19856,34,44000,RENT,1.0,EDUCATION,C,11000,13.79,0,0.25,Y,6,person_age_Bin4,person_income_Bin3,person_emp_length_Bin1,loan_amnt_Bin2,loan_percent_income_Bin4,cb_person_cred_hist_length_Bin2,bin2
18250,19857,30,36000,MORTGAGE,4.0,PERSONAL,C,11500,13.57,0,0.32,N,8,person_age_Bin4,person_income_Bin3,person_emp_length_Bin3,loan_amnt_Bin3,loan_percent_income_Bin5,cb_person_cred_hist_length_Bin2,bin3
18251,19858,33,36000,OWN,0.0,PERSONAL,A,10000,7.74,0,0.28,N,7,person_age_Bin4,person_income_Bin3,person_emp_length_Bin1,loan_amnt_Bin2,loan_percent_income_Bin5,cb_person_cred_hist_length_Bin2,bin3
18252,19859,28,45000,RENT,6.0,MEDICAL,B,11000,11.99,0,0.24,N,7,person_age_Bin3,person_income_Bin3,person_emp_length_Bin4,loan_amnt_Bin2,loan_percent_income_Bin4,cb_person_cred_hist_length_Bin2,bin4
18253,19860,27,39000,RENT,0.0,MEDICAL,D,11000,16.07,1,0.28,Y,9,person_age_Bin3,person_income_Bin3,person_emp_length_Bin1,loan_amnt_Bin2,loan_percent_income_Bin5,cb_person_cred_hist_length_Bin2,bin4
18254,19861,31,46992,RENT,1.0,MEDICAL,B,11000,11.14,0,0.23,N,9,person_age_Bin4,person_income_Bin3,person_emp_length_Bin1,loan_amnt_Bin2,loan_percent_income_Bin4,cb_person_cred_hist_length_Bin2,bin4
18255,19862,27,41000,RENT,11.0,DEBTCONSOLIDATION,D,11000,15.33,1,0.27,Y,7,person_age_Bin3,person_income_Bin3,person_emp_length_Bin5,loan_amnt_Bin2,loan_percent_income_Bin5,cb_person_cred_hist_length_Bin2,bin5
18256,19863,28,41500,RENT,3.0,MEDICAL,D,11000,15.33,1,0.27,Y,5,person_age_Bin3,person_income_Bin3,person_emp_length_Bin3,loan_amnt_Bin2,loan_percent_income_Bin5,cb_person_cred_hist_length_Bin2,bin4
18257,19864,32,47900,RENT,2.0,MEDICAL,A,11000,7.51,0,0.23,N,10,person_age_Bin4,person_income_Bin3,person_emp_length_Bin2,loan_amnt_Bin2,loan_percent_income_Bin4,cb_person_cred_hist_length_Bin2,bin4
18258,19865,27,49000,RENT,0.0,MEDICAL,B,11000,10.496350000000003,0,0.22,N,10,person_age_Bin3,person_income_Bin3,person_emp_length_Bin1,loan_amnt_Bin2,loan_percent_income_Bin4,cb_person_cred_hist_length_Bin2,bin4
18259,19866,30,36000,MORTGAGE,7.0,MEDICAL,B,15000,11.83,0,0.42,N,5,person_age_Bin4,person_income_Bin3,person_emp_length_Bin4,loan_amnt_Bin4,loan_percent_income_Bin6,cb_person_cred_hist_length_Bin2,bin4
18260,19867,33,51000,RENT,0.0,VENTURE,A,11000,9.63,0,0.22,N,7,person_age_Bin4,person_income_Bin3,person_emp_length_Bin1,loan_amnt_Bin2,loan_percent_income_Bin4,cb_person_cred_hist_length_Bin2,bin1
18261,19868,32,51250,RENT,2.0,MEDICAL,A,11000,7.29,0,0.21,N,5,person_age_Bin4,person_income_Bin3,person_emp_length_Bin2,loan_amnt_Bin2,loan_percent_income_Bin3,cb_person_cred_hist_length_Bin2,bin4
18262,19869,28,45996,RENT,0.0,MEDICAL,D,11000,14.74,1,0.24,Y,7,person_age_Bin3,person_income_Bin3,person_emp_length_Bin1,loan_amnt_Bin2,loan_percent_income_Bin4,cb_person_cred_hist_length_Bin2,bin4
18263,19870,27,52000,RENT,2.0,PERSONAL,C,11000,11.34,0,0.21,N,9,person_age_Bin3,person_income_Bin3,person_emp_length_Bin2,loan_amnt_Bin2,loan_percent_income_Bin3,cb_person_cred_hist_length_Bin2,bin3
18264,19871,30,53000,RENT,1.0,MEDICAL,A,11000,6.62,0,0.21,N,9,person_age_Bin4,person_income_Bin3,person_emp_length_Bin1,loan_amnt_Bin2,loan_percent_income_Bin3,cb_person_cred_hist_length_Bin2,bin4
18265,19872,27,36000,MORTGAGE,3.0,HOMEIMPROVEMENT,A,2500,9.63,0,0.07,N,7,person_age_Bin3,person_income_Bin3,person_emp_length_Bin3,loan_amnt_Bin1,loan_percent_income_Bin2,cb_person_cred_hist_length_Bin2,bin4
18266,19873,34,36000,MORTGAGE,5.0,PERSONAL,E,12000,16.0,0,0.33,Y,10,person_age_Bin4,person_income_Bin3,person_emp_length_Bin4,loan_amnt_Bin3,loan_percent_income_Bin6,cb_person_cred_hist_length_Bin2,bin3
18267,19874,28,36000,MORTGAGE,1.0,PERSONAL,D,1400,15.37,0,0.04,Y,9,person_age_Bin3,person_income_Bin3,person_emp_length_Bin1,loan_amnt_Bin1,loan_percent_income_Bin1,cb_person_cred_hist_length_Bin2,bin3
18268,19875,28,55000,RENT,3.0,MEDICAL,A,11000,7.49,0,0.2,N,5,person_age_Bin3,person_income_Bin4,person_emp_length_Bin3,loan_amnt_Bin2,loan_percent_income_Bin3,cb_person_cred_hist_length_Bin2,bin4
18269,19876,31,55000,RENT,6.0,VENTURE,D,11000,15.331499999999991,0,0.2,Y,9,person_age_Bin4,person_income_Bin4,person_emp_length_Bin4,loan_amnt_Bin2,loan_percent_income_Bin3,cb_person_cred_hist_length_Bin2,bin1
18270,19877,29,52000,RENT,2.0,HOMEIMPROVEMENT,D,11000,15.62,1,0.21,Y,10,person_age_Bin3,person_income_Bin3,person_emp_length_Bin2,loan_amnt_Bin2,loan_percent_income_Bin3,cb_person_cred_hist_length_Bin2,bin4
18271,19878,27,60000,RENT,0.0,HOMEIMPROVEMENT,B,11000,10.71,0,0.18,N,7,person_age_Bin3,person_income_Bin4,person_emp_length_Bin1,loan_amnt_Bin2,loan_percent_income_Bin3,cb_person_cred_hist_length_Bin2,bin4
18272,19879,28,36000,MORTGAGE,4.0,VENTURE,B,2400,10.71,0,0.07,N,7,person_age_Bin3,person_income_Bin3,person_emp_length_Bin3,loan_amnt_Bin1,loan_percent_income_Bin2,cb_person_cred_hist_length_Bin2,bin1
18273,19880,30,62304,RENT,3.0,EDUCATION,D,11000,15.63699999999999,0,0.18,N,9,person_age_Bin4,person_income_Bin4,person_emp_length_Bin3,loan_amnt_Bin2,loan_percent_income_Bin3,cb_person_cred_hist_length_Bin2,bin2
18274,19881,35,65867,RENT,3.0,PERSONAL,A,11000,9.32,0,0.17,N,10,person_age_Bin4,person_income_Bin4,person_emp_length_Bin3,loan_amnt_Bin2,loan_percent_income_Bin3,cb_person_cred_hist_length_Bin2,bin3
18275,19882,28,68000,RENT,4.0,VENTURE,B,11000,11.49,0,0.16,N,5,person_age_Bin3,person_income_Bin4,person_emp_length_Bin3,loan_amnt_Bin2,loan_percent_income_Bin3,cb_person_cred_hist_length_Bin2,bin1
18276,19883,29,69000,RENT,5.0,PERSONAL,D,11000,14.61,0,0.16,Y,5,person_age_Bin3,person_income_Bin4,person_emp_length_Bin4,loan_amnt_Bin2,loan_percent_income_Bin3,cb_person_cred_hist_length_Bin2,bin3
18277,19884,28,69996,RENT,1.0,VENTURE,C,11000,13.79,0,0.16,N,8,person_age_Bin3,person_income_Bin4,person_emp_length_Bin1,loan_amnt_Bin2,loan_percent_income_Bin3,cb_person_cred_hist_length_Bin2,bin1
18278,19885,33,64000,RENT,14.0,VENTURE,E,11000,15.68,1,0.17,Y,5,person_age_Bin4,person_income_Bin4,person_emp_length_Bin5,loan_amnt_Bin2,loan_percent_income_Bin3,cb_person_cred_hist_length_Bin2,bin1
18279,19886,28,75000,RENT,5.0,PERSONAL,A,11000,7.51,0,0.15,N,9,person_age_Bin3,person_income_Bin4,person_emp_length_Bin4,loan_amnt_Bin2,loan_percent_income_Bin2,cb_person_cred_hist_length_Bin2,bin3
18280,19887,29,36100,MORTGAGE,2.0,PERSONAL,C,14000,14.27,0,0.39,N,5,person_age_Bin3,person_income_Bin3,person_emp_length_Bin2,loan_amnt_Bin3,loan_percent_income_Bin6,cb_person_cred_hist_length_Bin2,bin3
18281,19888,28,65025,RENT,4.0,MEDICAL,E,11000,16.35,1,0.14,Y,8,person_age_Bin3,person_income_Bin4,person_emp_length_Bin3,loan_amnt_Bin2,loan_percent_income_Bin2,cb_person_cred_hist_length_Bin2,bin4
18282,19889,35,82863,RENT,14.0,VENTURE,A,11000,7.41855,0,0.13,N,6,person_age_Bin4,person_income_Bin5,person_emp_length_Bin5,loan_amnt_Bin2,loan_percent_income_Bin2,cb_person_cred_hist_length_Bin2,bin1
18283,19890,27,83604,RENT,2.0,MEDICAL,B,11000,9.76,0,0.13,N,7,person_age_Bin3,person_income_Bin5,person_emp_length_Bin2,loan_amnt_Bin2,loan_percent_income_Bin2,cb_person_cred_hist_length_Bin2,bin4
18284,19891,27,36120,MORTGAGE,2.0,VENTURE,D,2000,15.58,0,0.06,Y,5,person_age_Bin3,person_income_Bin3,person_emp_length_Bin2,loan_amnt_Bin1,loan_percent_income_Bin1,cb_person_cred_hist_length_Bin2,bin1
18285,19892,35,90000,RENT,3.0,PERSONAL,B,11000,11.99,0,0.12,N,10,person_age_Bin4,person_income_Bin5,person_emp_length_Bin3,loan_amnt_Bin2,loan_percent_income_Bin2,cb_person_cred_hist_length_Bin2,bin3
18286,19893,34,93000,RENT,11.0,HOMEIMPROVEMENT,C,11000,12.53,0,0.12,Y,10,person_age_Bin4,person_income_Bin5,person_emp_length_Bin5,loan_amnt_Bin2,loan_percent_income_Bin2,cb_person_cred_hist_length_Bin2,bin4
18287,19894,31,94527,RENT,7.0,HOMEIMPROVEMENT,A,11000,7.49,0,0.12,N,9,person_age_Bin4,person_income_Bin5,person_emp_length_Bin4,loan_amnt_Bin2,loan_percent_income_Bin2,cb_person_cred_hist_length_Bin2,bin4
18288,19895,35,36153,MORTGAGE,2.0,PERSONAL,D,3000,11.86,0,0.08,N,8,person_age_Bin4,person_income_Bin3,person_emp_length_Bin2,loan_amnt_Bin1,loan_percent_income_Bin2,cb_person_cred_hist_length_Bin2,bin3
18289,19896,27,85500,RENT,1.0,EDUCATION,D,11000,15.99,1,0.13,N,6,person_age_Bin3,person_income_Bin5,person_emp_length_Bin1,loan_amnt_Bin2,loan_percent_income_Bin2,cb_person_cred_hist_length_Bin2,bin2
18290,19897,27,104000,RENT,8.0,DEBTCONSOLIDATION,B,11000,11.239800000000011,0,0.11,N,8,person_age_Bin3,person_income_Bin5,person_emp_length_Bin4,loan_amnt_Bin2,loan_percent_income_Bin2,cb_person_cred_hist_length_Bin2,bin5
18291,19899,31,36400,MORTGAGE,0.0,VENTURE,D,8000,14.46,0,0.22,N,9,person_age_Bin4,person_income_Bin3,person_emp_length_Bin1,loan_amnt_Bin1,loan_percent_income_Bin4,cb_person_cred_hist_length_Bin2,bin1
18292,19900,32,24000,RENT,3.0,DEBTCONSOLIDATION,A,10800,7.75,1,0.45,N,8,person_age_Bin4,person_income_Bin1,person_emp_length_Bin3,loan_amnt_Bin2,loan_percent_income_Bin6,cb_person_cred_hist_length_Bin2,bin5
18293,19901,29,32000,RENT,6.0,DEBTCONSOLIDATION,C,10800,13.57,1,0.34,N,6,person_age_Bin3,person_income_Bin2,person_emp_length_Bin4,loan_amnt_Bin2,loan_percent_income_Bin6,cb_person_cred_hist_length_Bin2,bin5
18294,19902,34,29000,RENT,0.0,HOMEIMPROVEMENT,A,10800,9.63,1,0.37,N,10,person_age_Bin4,person_income_Bin2,person_emp_length_Bin1,loan_amnt_Bin2,loan_percent_income_Bin6,cb_person_cred_hist_length_Bin2,bin4
18295,19903,28,33288,RENT,2.0,EDUCATION,C,10800,12.09,1,0.32,N,6,person_age_Bin3,person_income_Bin2,person_emp_length_Bin2,loan_amnt_Bin2,loan_percent_income_Bin5,cb_person_cred_hist_length_Bin2,bin2
18296,19904,33,36500,MORTGAGE,4.0,HOMEIMPROVEMENT,A,8500,7.05395,0,0.23,N,6,person_age_Bin4,person_income_Bin3,person_emp_length_Bin3,loan_amnt_Bin2,loan_percent_income_Bin4,cb_person_cred_hist_length_Bin2,bin4
18297,19905,30,40000,RENT,4.0,VENTURE,C,10800,13.57,1,0.27,N,7,person_age_Bin4,person_income_Bin3,person_emp_length_Bin3,loan_amnt_Bin2,loan_percent_income_Bin5,cb_person_cred_hist_length_Bin2,bin1
18298,19906,33,36500,MORTGAGE,17.0,HOMEIMPROVEMENT,A,3200,7.37,0,0.09,N,6,person_age_Bin4,person_income_Bin3,person_emp_length_Bin5,loan_amnt_Bin1,loan_percent_income_Bin2,cb_person_cred_hist_length_Bin2,bin4
18299,19907,29,42000,RENT,6.0,DEBTCONSOLIDATION,D,10800,16.29,1,0.26,Y,7,person_age_Bin3,person_income_Bin3,person_emp_length_Bin4,loan_amnt_Bin2,loan_percent_income_Bin4,cb_person_cred_hist_length_Bin2,bin5
18300,19908,33,30500,MORTGAGE,1.0,HOMEIMPROVEMENT,B,10000,9.33,1,0.33,N,6,person_age_Bin4,person_income_Bin2,person_emp_length_Bin1,loan_amnt_Bin2,loan_percent_income_Bin6,cb_person_cred_hist_length_Bin2,bin4
18301,19909,34,48000,RENT,4.0,DEBTCONSOLIDATION,B,10800,10.99,0,0.23,N,7,person_age_Bin4,person_income_Bin3,person_emp_length_Bin3,loan_amnt_Bin2,loan_percent_income_Bin4,cb_person_cred_hist_length_Bin2,bin5
18302,19910,29,36538,MORTGAGE,2.0,PERSONAL,A,2500,6.62,0,0.07,N,7,person_age_Bin3,person_income_Bin3,person_emp_length_Bin2,loan_amnt_Bin1,loan_percent_income_Bin2,cb_person_cred_hist_length_Bin2,bin3
18303,19911,27,36600,MORTGAGE,6.0,VENTURE,A,5000,5.42,0,0.14,N,5,person_age_Bin3,person_income_Bin3,person_emp_length_Bin4,loan_amnt_Bin1,loan_percent_income_Bin2,cb_person_cred_hist_length_Bin2,bin1
18304,19912,28,50000,RENT,0.0,PERSONAL,C,10800,13.49,0,0.22,Y,5,person_age_Bin3,person_income_Bin3,person_emp_length_Bin1,loan_amnt_Bin2,loan_percent_income_Bin4,cb_person_cred_hist_length_Bin2,bin3
18305,19913,29,52000,RENT,3.0,DEBTCONSOLIDATION,C,10800,14.27,0,0.21,N,5,person_age_Bin3,person_income_Bin3,person_emp_length_Bin3,loan_amnt_Bin2,loan_percent_income_Bin3,cb_person_cred_hist_length_Bin2,bin5
18306,19914,28,52300,RENT,1.0,MEDICAL,A,10800,7.88,0,0.21,N,8,person_age_Bin3,person_income_Bin3,person_emp_length_Bin1,loan_amnt_Bin2,loan_percent_income_Bin3,cb_person_cred_hist_length_Bin2,bin4
18307,19915,27,48000,RENT,3.0,DEBTCONSOLIDATION,D,10800,15.99,1,0.23,N,8,person_age_Bin3,person_income_Bin3,person_emp_length_Bin3,loan_amnt_Bin2,loan_percent_income_Bin4,cb_person_cred_hist_length_Bin2,bin5
18308,19916,35,55596,RENT,2.0,EDUCATION,B,10800,9.91,0,0.19,N,8,person_age_Bin4,person_income_Bin4,person_emp_length_Bin2,loan_amnt_Bin2,loan_percent_income_Bin3,cb_person_cred_hist_length_Bin2,bin2
18309,19917,27,36789,MORTGAGE,1.0,DEBTCONSOLIDATION,C,5500,13.57,0,0.15,Y,8,person_age_Bin3,person_income_Bin3,person_emp_length_Bin1,loan_amnt_Bin1,loan_percent_income_Bin2,cb_person_cred_hist_length_Bin2,bin5
18310,19918,27,69996,RENT,3.0,EDUCATION,D,10800,14.91,0,0.15,Y,10,person_age_Bin3,person_income_Bin4,person_emp_length_Bin3,loan_amnt_Bin2,loan_percent_income_Bin2,cb_person_cred_hist_length_Bin2,bin2
18311,19919,31,36900,MORTGAGE,15.0,HOMEIMPROVEMENT,B,1600,9.62,0,0.04,N,8,person_age_Bin4,person_income_Bin3,person_emp_length_Bin5,loan_amnt_Bin1,loan_percent_income_Bin1,cb_person_cred_hist_length_Bin2,bin4
18312,19920,28,36960,OWN,6.0,HOMEIMPROVEMENT,C,15000,13.61,0,0.41,Y,10,person_age_Bin3,person_income_Bin3,person_emp_length_Bin4,loan_amnt_Bin4,loan_percent_income_Bin6,cb_person_cred_hist_length_Bin2,bin4
18313,19921,27,82600,RENT,4.0,MEDICAL,B,10800,9.76,0,0.13,N,8,person_age_Bin3,person_income_Bin5,person_emp_length_Bin3,loan_amnt_Bin2,loan_percent_income_Bin2,cb_person_cred_hist_length_Bin2,bin4
18314,19923,27,36996,MORTGAGE,4.0,DEBTCONSOLIDATION,B,8800,11.48,0,0.24,N,6,person_age_Bin3,person_income_Bin3,person_emp_length_Bin3,loan_amnt_Bin2,loan_percent_income_Bin4,cb_person_cred_hist_length_Bin2,bin5
18315,19924,27,24960,RENT,3.0,DEBTCONSOLIDATION,B,10750,10.25,1,0.43,N,10,person_age_Bin3,person_income_Bin1,person_emp_length_Bin3,loan_amnt_Bin2,loan_percent_income_Bin6,cb_person_cred_hist_length_Bin2,bin5
18316,19925,31,24996,RENT,0.0,EDUCATION,C,10750,12.53,1,0.43,N,8,person_age_Bin4,person_income_Bin1,person_emp_length_Bin1,loan_amnt_Bin2,loan_percent_income_Bin6,cb_person_cred_hist_length_Bin2,bin2
18317,19926,29,28800,RENT,4.0,DEBTCONSOLIDATION,A,10750,7.51,1,0.37,N,10,person_age_Bin3,person_income_Bin1,person_emp_length_Bin3,loan_amnt_Bin2,loan_percent_income_Bin6,cb_person_cred_hist_length_Bin2,bin5
18318,19927,35,37000,OWN,1.0,EDUCATION,A,4650,6.62,0,0.13,N,8,person_age_Bin4,person_income_Bin3,person_emp_length_Bin1,loan_amnt_Bin1,loan_percent_income_Bin2,cb_person_cred_hist_length_Bin2,bin2
18319,19928,33,55000,RENT,1.0,EDUCATION,C,10725,13.16,0,0.2,N,6,person_age_Bin4,person_income_Bin4,person_emp_length_Bin1,loan_amnt_Bin2,loan_percent_income_Bin3,cb_person_cred_hist_length_Bin2,bin2
18320,19929,34,37000,OWN,17.0,EDUCATION,A,5000,7.9,0,0.14,N,10,person_age_Bin4,person_income_Bin3,person_emp_length_Bin5,loan_amnt_Bin1,loan_percent_income_Bin2,cb_person_cred_hist_length_Bin2,bin2
18321,19930,32,31000,MORTGAGE,16.0,DEBTCONSOLIDATION,A,3000,7.51,1,0.1,N,7,person_age_Bin4,person_income_Bin2,person_emp_length_Bin5,loan_amnt_Bin1,loan_percent_income_Bin2,cb_person_cred_hist_length_Bin2,bin5
18322,19931,27,37000,OWN,3.0,MEDICAL,B,5000,9.91,0,0.14,N,6,person_age_Bin3,person_income_Bin3,person_emp_length_Bin3,loan_amnt_Bin1,loan_percent_income_Bin2,cb_person_cred_hist_length_Bin2,bin4
18323,19932,28,37000,MORTGAGE,6.0,MEDICAL,A,18250,7.49,0,0.49,N,10,person_age_Bin3,person_income_Bin3,person_emp_length_Bin4,loan_amnt_Bin5,loan_percent_income_Bin6,cb_person_cred_hist_length_Bin2,bin4
18324,19933,30,26500,RENT,14.0,DEBTCONSOLIDATION,C,10625,14.27,1,0.4,N,9,person_age_Bin4,person_income_Bin1,person_emp_length_Bin5,loan_amnt_Bin2,loan_percent_income_Bin6,cb_person_cred_hist_length_Bin2,bin5
18325,19934,27,37000,OWN,5.0,HOMEIMPROVEMENT,B,8000,10.99,0,0.22,N,10,person_age_Bin3,person_income_Bin3,person_emp_length_Bin4,loan_amnt_Bin1,loan_percent_income_Bin4,cb_person_cred_hist_length_Bin2,bin4
